Number of Vertices,Number of Faces,Volume,Moment of Inertia,Bounding Box,Maximum Thickness (Z-axis)
1722,3476,11.62773343119675,"[[6.930596272590504, -0.0014387761250493152, -0.1494248498230435], [-0.0014387761250493152, 21.91919598869399, -0.00012519404718211045], [-0.1494248498230435, -0.00012519404718211045, 26.234487198139433]]","[5.0, 2.5, 1.375]",1.375
